"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"5202","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5203","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5204","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5205","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"5206","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5207","Harford County","Harford","Training","Yes",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Choose not to respond",0,1,0
"5208","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5209","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"5210","Harford County","Harford","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5211","Harford County","Harford","Counseling","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5212","Harford County","Harford","Counseling","Yes",23.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5213","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5214","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"5215","Harford County","Harford","Training","Yes",2.5,"Pre-venture/Nascent",500,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5216","Harford County","Harford","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5217","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5218","Harford County","Harford","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"5219","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5220","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5221","Harford County","Harford","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5222","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5223","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5224","Harford County","Harford","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5225","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5226","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5227","Harford County","Howard","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5228","Harford County","Carroll","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Asian",0,0,1
"5229","Harford County","Harford","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5230","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5231","Harford County","Harford","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5232","Harford County","Harford","Counseling","Yes",7.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5233","Harford County","Wicomico","Counseling","Yes",6.767000001,"Started with SBDC",2500,1,1800,"Yes",1,22000,"71","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"5234","Harford County","Harford","Counseling","No",9.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"61","Male-Owned","Hispanic","White/Caucasian",0,1,1
"5235","Harford County","Baltimore","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5236","Harford County","Harford","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5237","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5238","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Hispanic","White/Caucasian",0,1,0
"5239","Harford County","Harford","Training","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5240","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5241","Harford County","Harford","Counseling","No",0.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","Black or African American",0,1,0
"5242","Harford County","Harford","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5243","Harford County","Harford","Counseling","No",1.800000012,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"5244","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5245","Harford County","Harford","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5246","Harford County","Harford","Counseling","No",3.5,"Started with SBDC",40000,11,0,"Yes",11,60000,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",1,1,0
"5247","Harford County","Harford","Training","Yes",7.5,"Started with SBDC",8600,0,48220,"Yes",1,48220,"33","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5248","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5249","Harford County","Harford","Training","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5250","Harford County","Harford","Counseling","No",4.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5251","Harford County","Harford","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5252","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5253","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5254","Harford County","Harford","Counseling","Yes",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5255","Harford County","Harford","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5256","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5257","Harford County","Harford","Counseling","Yes",10,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","Asian",0,1,0
"5258","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5259","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5260","Harford County","Harford","Counseling","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5261","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5262","Harford County","Harford","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5263","Harford County","Harford","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5264","Harford County","Harford","Counseling","Yes",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5265","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"5266","Harford County","Harford","Counseling","Yes",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"49","Choose not to respond","Non-Hispanic","Native American",0,1,0
"5267","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5268","Harford County","Harford","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5269","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5270","Harford County","Harford","Counseling","No",7.75,"In Business (> 1 year)",0,0,0,"Yes",1,150000,"54","Male-Owned","Non-Hispanic","Asian",1,1,1
"5271","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5272","Harford County","Harford","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5273","Harford County","Baltimore","Training","Yes",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5274","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5275","Harford County","Harford","Counseling","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5276","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5277","Harford County","Harford","Counseling","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"5278","Harford County","Harford","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5279","Harford County","Harford","Counseling","No",8.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5280","Harford County","Harford","Counseling","No",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5281","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5282","Harford County","Harford","Counseling","Yes",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5283","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"5284","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5285","Harford County","Harford","Training","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5286","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Asian",0,1,0
"5287","Harford County","Harford","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,1,0
"5288","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5289","Harford County","Harford","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5290","Harford County","Cecil","Counseling","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"5291","Harford County","Harford","Counseling","Yes",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5292","Harford County","Harford","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5293","Harford County","Harford","Counseling","No",9.75,"Started with SBDC",0,0,0,"Yes",1,60000,"31","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5294","Harford County","Harford","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"5295","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5296","Harford County","Harford","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"5297","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5298","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5299","Harford County","Harford","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5300","Harford County","Harford","Counseling","Yes",7.25,"Pre-venture/Nascent",20000,0,0,"No",0,0,"62","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5301","Harford County","Baltimore City","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,0,0
"5302","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5303","Harford County","Baltimore","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5304","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5305","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5306","Harford County","Prince Georges","Training","Yes",0.550000012,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"5307","Harford County","Harford","Counseling","No",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5308","Harford County","Harford","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5309","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"5310","Harford County","Cecil","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"5311","Harford County","Harford","Counseling","Yes",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5312","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5313","Harford County","Harford","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5314","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5315","Harford County","Harford","Training","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
